sub;pass;activity;math;cluster
2229;1;-798;-1325;29
2230;0;994;1105;29
2231;1;545;-591;29
2232;0;-1807;1633;29
2233;0;763;479;29
2234;0;-677;2896;29
2235;0;-252;1369;29
2236;1;-1003;-1433;29
2237;1;-991;-1929;29
2238;0;-1627;992;29
2239;0;491;653;29
2240;1;-662;-263;29
2241;1;0,79;326;29
2242;0;-353;-188;29
2243;1;1552;-514;29
2244;0;59;-59;29
2245;0;-184;829;29
2246;0;5;242;29
2247;1;-0,49;-1424;29
2248;0;-1146;122;29
2249;0;25;0,52;29
2250;0;-546;-798;29
2251;1;1366;-1119;29
2252;0;1352;1581;29
2253;1;756;-508;29
2254;0;-922;0,56;29
2255;0;335;65;29
2256;1;-129;-2201;29
2257;1;-156;-478;29
2258;0;-503;823;29
2259;0;-351;361;29
2260;0;-257;568;29
2261;1;1086;514;30
2262;0;757;-1114;30
2263;1;119;852;30
2264;0;586;-796;30
2265;1;1488;-43;30
2266;0;-208;-601;30
2267;1;1083;1,63;30
2268;0;-1843;-1242;30
2269;0;-921;-1188;30
2270;0;2107;-1786;30
2271;0;-1781;-1279;30
2272;0;-217;53;30
2273;0;24;-472;30
2274;1;2013;425;30
2275;1;871;769;30
2276;0;1195;-548;30
2277;0;887;-955;30
2278;1;-282;655;30
2279;0;285;-1262;30
2280;0;9;-921;30
2281;0;1173;31;30
2282;0;976;-512;30
2283;1;481;104;30
2284;1;-1,21;-1238;30
2285;1;935;99;30
2286;1;51;1131;30
2287;0;-256;69;30
2288;0;1422;-2042;30
2289;0;-941;811;30
2290;0;232;-1251;30
2291;0;-0,88;-0,35;30
2292;1;-805;306;30
2293;1;48;903;30
2294;0;-462;-517;30
2295;1;-1009;667;30
2296;1;0,12;261;30
2297;0;-761;1,21;30
2298;0;-503;-1259;30
2299;1;-173;-0,12;30
2300;1;966;699;30
2301;0;0,19;-107;30
2302;0;-558;-1471;30
2303;1;-292;521;30
2304;0;-292;-885;30
2305;0;481;-1012;30
2306;0;-137;-1415;30
2307;0;839;-1,46;30
2308;1;436;1551;30
2309;0;1081;-659;30
2310;0;-2,18;832;30
2311;1;825;489;30
2312;1;225;1676;30
2313;1;-389;515;30
2314;0;-1561;134;30
2315;0;-1628;536;30
2316;0;-2009;516;30
2317;0;1715;-0,51;30
2318;0;-476;-71;30
2319;1;-1,24;-569;30
2320;0;-274;-433;30
2321;0;5;-636;30
2322;1;1448;124;30
2323;1;594;-602;30
2324;1;-521;1179;30
2325;0;-1523;231;30
2326;1;1386;345;30
2327;0;-855;-175;30
2328;0;-346;-387;30
2329;0;-1424;133;30
2330;0;-916;868;30
2331;0;1276;-1419;30
2332;1;-1035;1,08;30
2333;1;1268;267;30
2334;0;-597;917;30
2335;1;427;73;30
2336;0;914;-1,14;30
2337;0;613;-1185;30
2338;0;-485;-2385;30
2339;0;-1485;1326;30
2340;1;-456;-1,58;31
2341;1;-239;-351;31
2342;1;-2,01;-1571;31
2343;1;-385;-0,61;31
2344;1;-817;669;31
2345;1;163;-1312;31
2346;1;-79;608;31
2347;1;-1989;-453;31
2348;0;-672;155;31
2349;1;1604;-182;31
2350;1;41;1852;31
2351;1;781;172;31
2352;1;452;-954;31
2353;1;896;1168;31
2354;1;294;49;31
2355;1;-1427;0,59;31
2356;1;1116;-914;31
2357;1;251;-2154;31
2358;1;915;182;31
2359;1;0,12;453;31
2360;0;-1073;-0,48;31
2361;1;425;1113;31
2362;0;-455;-247;31
2363;1;272;1,66;31
2364;0;-1093;1855;31
2365;1;-1517;-2263;31
2366;1;247;-947;31
2367;1;273;201;31
2368;0;0,12;-1064;31
2369;1;681;-238;31
2370;1;-0,01;-11;31
2371;1;-516;497;31
2372;1;113;-677;31
2373;1;-1979;773;31
2374;1;-904;142;31
2375;1;-1231;-0,38;31
2376;1;-1565;-1229;31
2377;1;98;-1459;31
2378;1;448;1313;31
2379;1;-1785;-643;31
2380;1;-1406;-627;31
2381;1;1731;911;31
2382;0;-0,32;564;31
2383;1;-11;-1924;31
2384;1;-123;-441;31
2385;1;1418;-2121;31
2386;1;859;1468;31
2387;1;144;-1288;31
2388;1;1296;-1533;31
2389;1;-625;-1074;31
2390;1;-263;-1792;31
2391;1;473;153;31
2392;1;652;0,3;31
2393;1;883;0,73;31
2394;1;-1084;-537;31
2395;1;446;-381;31
2396;1;0,56;769;31
2397;1;-289;0,03;31
2398;1;482;-907;31
2399;1;1088;-903;31
2400;1;-426;1044;31
2401;1;393;322;31
2402;1;329;-1252;31
2403;1;664;665;31
2404;1;-856;186;31
2405;1;2545;0,49;31
2406;1;-714;-193;31
2407;1;1155;188;31
2408;1;-783;-237;31
2409;1;-109;-0,01;31
2410;0;493;-952;31
2411;1;478;1381;31
2412;1;-1,62;-684;31
2413;1;464;-1215;31
2414;1;947;652;31
2415;1;-671;926;31
2416;1;-28;-1296;31
2417;0;-1865;-303;32
2418;1;-286;-827;32
2419;1;-2013;-341;32
2420;0;-1393;279;32
2421;1;-299;905;32
2422;1;1239;1171;32
2423;1;1383;-1157;32
2424;0;-1087;877;32
2425;0;-247;913;32
2426;1;0,21;-1364;32
2427;1;245;-248;32
2428;0;-578;419;32
2429;1;1184;-2866;32
2430;1;908;-139;32
2431;0;157;1253;32
2432;0;1042;-828;32
2433;0;405;846;32
2434;1;451;-1096;32
2435;0;1606;1634;32
2436;1;303;678;32
2437;0;-917;-183;32
2438;0;-1042;1164;32
2439;0;-287;-521;32
2440;0;1,85;-643;32
2441;1;1039;837;32
2442;1;-707;-2217;32
2443;0;106;533;32
2444;0;591;115;32
2445;0;-2472;204;32
2446;0;346;-0,12;32
2447;0;244;1281;32
2448;1;1683;-2,28;32
2449;1;124;362;32
2450;0;-622;669;32
2451;0;84;394;32
2452;0;-879;356;32
2453;0;-818;-317;32
2454;1;-244;-599;32
2455;1;65;-812;32
2456;0;-2406;0,9;32
2457;0;-654;202;32
2458;0;838;2044;32
2459;0;-565;2394;32
2460;1;0,26;-607;32
2461;0;-54;472;32
2462;0;-1985;-665;32
2463;1;797;-891;32
2464;0;-156;0,36;32
2465;0;-1862;-0,01;32
2466;0;-1073;2276;32
2467;1;901;-539;32
2468;0;-1137;1221;32
2469;1;739;-1403;32
2470;0;-1,24;-0,35;32
2471;0;-491;-518;32
2472;0;1281;161;32
2473;0;23;552;32
2474;0;-384;1335;32
2475;1;718;632;32
2476;0;-2172;87;32
2477;0;567;678;32
2478;0;456;1434;32
2479;0;472;442;32
2480;0;43;1014;32
2481;0;-1317;373;32
2482;1;-779;-923;32
2483;0;-652;-93;32
2484;1;1181;1589;32
2485;1;267;-1,1;32
2486;1;-754;-2,48;32
2487;1;-982;-969;32
2488;1;-1463;-1582;32
2489;0;-0,97;646;32
2490;0;-361;778;32
2491;1;-64;-769;32
2492;0;63;398;32
2493;1;-584;338;32
2494;0;-1,77;1,22;32
2495;0;662;-1393;32
2496;1;-246;-1537;32
2497;1;-379;954;32
2498;1;-996;-1504;32
2499;1;-946;-2016;32
2500;1;-861;-624;32
2501;0;-455;509;32
2502;1;86;-1586;32
2503;0;492;309;32
2504;0;-1459;-2088;33
2505;1;1348;778;33
2506;1;691;-482;33
2507;0;-546;-355;33
2508;1;419;-0,89;33
2509;0;0,77;-1999;33
2510;1;-1319;692;33
2511;1;-1396;1167;33
2512;1;-932;1055;33
2513;1;435;1959;33
2514;1;-597;0,46;33
2515;0;-1829;914;33
2516;1;-1394;585;33
2517;1;314;2424;33
2518;1;-2011;256;33
2519;1;455;0,66;33
2520;1;1559;1843;33
2521;1;-213;232;33
2522;1;-125;787;33
2523;0;18;-1423;33
2524;1;134;2194;33
2525;1;-539;-1,53;33
2526;1;61;93;33
2527;1;2031;956;33
2528;1;1439;242;33
2529;0;1622;-1577;33
2530;1;-924;588;33
2531;1;-597;-105;33
2532;1;1386;602;33
2533;1;-612;399;33
2534;0;-217;-506;33
2535;0;1435;-1184;33
2536;1;828;673;33
2537;0;1277;-1285;33
2538;1;-2076;-0,08;33
2539;1;-424;-35;33
2540;1;335;577;33
2541;1;1348;7;33
2542;1;1117;-504;33
2543;1;-1245;-1729;33
2544;1;1663;553;33
2545;1;-1434;-456;33
2546;1;802;-401;33
2547;1;-929;1371;33
2548;1;109;572;33
2549;1;463;-746;33
2550;1;-389;547;33
2551;0;-603;-798;33
2552;1;-1014;1099;33
2553;1;-1086;-28;33
2554;1;315;-0,22;33
2555;1;1242;-248;33
2556;1;-2094;-938;33
2557;1;1871;1221;33
2558;1;-154;199;33
2559;1;-824;-955;33
2560;1;58;124;33
2561;1;-765;47;33
2562;0;7;-1453;33
2563;1;884;-352;33
2564;1;-397;-49;33
2565;1;9;-1471;33
2566;0;151;-1,08;33
2567;1;-889;165;33
2568;1;-122;455;33
2569;1;-204;656;33
2570;1;286;1447;33
2571;1;84;-849;33
2572;1;-681;663;33
2573;1;-0,61;-548;33
2574;1;646;-331;33
2575;1;-0,23;1138;33
2576;1;107;173;33
2577;1;1;1347;33
2578;1;467;996;33
2579;1;-1,02;-351;33
2580;1;-287;1005;33
2581;1;155;-1062;33
2582;1;29;539;33
2583;1;749;135;33
2584;1;-978;703;33
2585;1;57;-1,05;34
2586;0;-989;1355;34
2587;0;-9;-215;34
2588;0;-193;1374;34
2589;1;-0,12;-1083;34
2590;0;-76;532;34
2591;1;764;393;34
2592;0;-0,47;-242;34
2593;0;327;-446;34
2594;1;57;-457;34
2595;0;178;254;34
2596;1;-739;-1574;34
2597;1;1599;-712;34
2598;1;-412;-188;34
2599;0;23;337;34
2600;1;1228;1015;34
2601;1;427;-327;34
2602;0;-162;667;34
2603;0;-363;542;34
2604;0;-806;434;34
2605;1;-1024;-514;34
2606;1;119;-2002;34
2607;0;-54;245;34
2608;1;453;453;34
2609;0;-119;498;34
2610;1;-926;-1224;34
2611;0;-1416;-1022;34
2612;0;809;214;34
2613;1;1007;0,43;34
2614;1;-734;-2155;34
2615;1;-0,5;-918;34
2616;1;-563;-355;34
2617;1;589;-1411;34
2618;1;1211;-2322;34
2619;0;-342;366;34
2620;0;-1397;126;34
2621;1;987;-5;34
2622;1;367;1003;34
2623;1;789;-248;34
2624;1;0,27;-964;34
2625;1;1,02;934;34
2626;0;0,65;122;34
2627;1;-1197;-1119;34
2628;1;1159;-725;34
2629;0;412;-336;34
2630;1;342;-382;34
2631;0;392;355;34
2632;1;-491;-799;34
2633;1;-643;-531;34
2634;0;-147;-96;34
2635;0;-1536;1847;34
2636;1;393;-1941;34
2637;1;-277;-0,36;34
2638;0;-23;1075;34
2639;0;-784;2394;34
2640;1;1963;641;34
2641;0;-265;1383;34
2642;1;426;237;34
2643;1;165;-651;34
2644;1;2289;797;34
2645;0;-741;-226;34
2646;0;-1306;-176;34
2647;0;339;874;34
2648;0;-0,46;933;34
2649;0;1755;816;34
2650;0;595;1288;34
2651;0;0,04;1674;34
2652;1;-577;-2165;35
2653;0;-2853;144;35
2654;1;-146;-851;35
2655;1;696;779;35
2656;1;541;-651;35
2657;0;-703;1,7;35
2658;1;933;942;35
2659;0;-754;0,41;35
2660;1;-141;-182;35
2661;1;965;476;35
2662;0;69;-1763;35
2663;1;1517;-455;35
2664;1;1675;243;35
2665;1;737;1391;35
2666;1;-354;0,29;35
2667;1;-1168;-784;35
2668;1;1365;-62;35
2669;1;-854;-2237;35
2670;1;252;75;35
2671;1;605;-654;35
2672;0;-32;-486;35
2673;0;-747;0,35;35
2674;1;0,55;-706;35
2675;1;0,79;1642;35
2676;1;1635;0,58;35
2677;1;1225;-1;35
2678;0;519;693;35
2679;1;0,89;1402;35
2680;0;-325;1809;35
2681;0;39;1055;35
2682;0;-1232;1,16;35
2683;1;1875;-707;35
2684;1;1279;715;35
2685;1;19;-934;35
2686;1;-52;-889;35
2687;1;1872;1279;35
2688;1;611;29;35
2689;0;376;411;35
2690;1;-236;-1,2;35
2691;0;-285;1247;35
2692;1;-879;-1071;35
2693;0;-1353;1709;35
2694;0;-1615;723;35
2695;1;1195;249;35
2696;0;88;-1647;35
2697;1;-1441;-1,15;35
2698;0;-667;381;35
2699;1;375;-1878;35
2700;1;0,8;1705;35
2701;1;164;-821;35
2702;0;-1066;559;35
2703;1;0,57;1397;35
2704;1;-802;411;35
2705;0;-418;-316;35
2706;0;95;35;35
2707;1;355;-2784;35
2708;0;-242;525;35
2709;0;-104;1014;35
2710;1;1084;-319;35
2711;1;325;-1374;35
2712;0;-1311;625;35
2713;0;634;1639;35
2714;0;-224;1531;35
2715;1;1141;1932;35
2716;1;315;605;35
2717;1;-226;-464;35
2718;1;-49;-1055;35
2719;1;-217;-1422;35
2720;1;383;-0,57;35
2721;0;904;792;35
2722;0;0,98;1229;35
2723;1;44;-324;35
2724;0;-713;33;35
2725;1;1,83;44;35
2726;0;-1573;808;35
2727;0;-925;-738;35
2728;1;17;-1272;35
2729;0;-216;1681;35
2730;1;1292;228;35
2731;0;-1,67;329;35
2732;1;2473;-891;35
2733;1;1;-172;35
2734;0;-483;159;36
2735;1;1321;-1937;36
2736;1;92;-745;36
2737;0;184;715;36
2738;0;-409;582;36
2739;0;-198;27;36
2740;0;-895;2,52;36
2741;0;755;465;36
2742;0;-11;0,53;36
2743;0;-948;1441;36
2744;0;188;-687;36
2745;0;1789;403;36
2746;1;2167;88;36
2747;1;-637;-1,46;36
2748;0;1465;1163;36
2749;0;594;992;36
2750;0;-183;-116;36
2751;0;-975;-89;36
2752;0;581;774;36
2753;0;-1798;1259;36
2754;1;-1082;-993;36
2755;0;813;0,63;36
2756;0;-1136;-81;36
2757;0;-327;538;36
2758;0;-0,02;146;36
2759;0;-367;-55;36
2760;1;-552;-1134;36
2761;0;-218;-402;36
2762;0;2668;158;36
2763;0;-1148;-0,52;36
2764;1;1065;-798;36
2765;1;1,57;2317;36
2766;0;-99;716;36
2767;0;-106;174;36
2768;0;1254;188;36
2769;0;221;151;36
2770;0;-454;1806;36
2771;0;-416;-591;36
2772;1;-433;-1,66;36
2773;1;-322;-671;36
2774;0;-284;611;36
2775;0;-604;-575;36
2776;0;-0,23;-309;36
2777;1;-189;-484;36
2778;0;465;534;36
2779;0;219;-475;36
2780;0;-374;-636;36
2781;0;0,82;634;36
2782;0;-1726;631;36
2783;0;-1627;375;36
2784;0;-1629;-756;36
2785;0;-455;115;36
2786;1;0,12;-1878;36
2787;0;128;-501;36
2788;1;129;-1584;36
2789;1;125;-1206;36
2790;1;-997;-1312;36
2791;1;422;-1274;36
2792;0;-845;1263;36
2793;1;921;-1376;36
2794;0;-213;-633;36
2795;1;-1549;-1464;36
2796;1;1536;-719;37
2797;1;-121;-657;37
2798;0;-181;541;37
2799;1;1417;902;37
2800;1;-576;-456;37
2801;0;-326;998;37
2802;1;886;-211;37
2803;1;988;-567;37
2804;1;-268;-986;37
2805;1;-302;-895;37
2806;1;538;-0,26;37
2807;1;1,28;431;37
2808;1;1428;-0,66;37
2809;1;1813;-308;37
2810;1;-831;-427;37
2811;1;1265;916;37
2812;1;-1409;-443;37
2813;1;428;-653;37
2814;0;-0,85;193;37
2815;1;343;36;37
2816;1;1544;51;37
2817;1;478;1415;37
2818;0;-691;704;37
2819;1;-495;47;37
2820;1;32;765;37
2821;1;561;127;37
2822;1;1692;1883;37
2823;1;-206;-437;37
2824;0;797;1117;37
2825;1;-993;-912;37
2826;1;0,62;964;37
2827;1;1809;176;37
2828;1;744;-829;37
2829;0;-1923;1635;37
2830;1;357;1164;37
2831;0;-56;41;37
2832;1;1494;-1865;37
2833;1;1775;794;37
2834;1;-2119;-1849;37
2835;1;-23;-83;37
2836;1;-1428;-1391;37
2837;1;-416;632;37
2838;1;469;-309;37
2839;1;-153;-921;37
2840;0;-0,36;1652;37
2841;1;317;-1,8;37
2842;1;-689;-1255;37
2843;1;54;202;37
2844;1;-74;-705;37
2845;1;1968;1,3;37
2846;0;-1,15;1114;37
2847;1;259;-423;37
2848;1;-1607;-1465;37
2849;1;282;1064;37
2850;0;-323;926;37
2851;1;1472;-155;37
2852;1;657;676;37
2853;0;119;2327;37
2854;1;-119;374;37
2855;0;-927;535;37
2856;1;343;-584;37
2857;1;-937;-1031;37
2858;1;-1422;433;37
2859;1;637;1946;37
2860;1;2166;353;37
2861;1;1726;723;37
2862;1;-644;-0,01;37
2863;1;686;-198;37
2864;1;1007;-88;37
2865;0;-1288;2699;37
2866;1;1,03;-616;37
2867;0;-881;735;37
2868;1;-1927;-831;37
2869;1;0,88;216;37
2870;0;-273;1216;37
2871;1;-458;-482;37
2872;1;2368;-2139;37
2873;1;2383;0,26;37
2874;0;304;1106;37
2875;1;-2221;-164;37
2876;0;-1082;1385;38
2877;1;181;1005;38
2878;1;-1424;-601;38
2879;1;1,68;-0,41;38
2880;1;381;191;38
2881;1;0,02;-1471;38
2882;1;744;-971;38
2883;0;-1191;1,28;38
2884;1;-244;-395;38
2885;1;-363;-1698;38
2886;1;-427;-41;38
2887;1;-455;172;38
2888;1;1019;12;38
2889;1;525;-1493;38
2890;1;717;106;38
2891;1;1182;1281;38
2892;1;1456;-0,32;38
2893;1;-539;523;38
2894;1;609;-387;38
2895;0;1115;2056;38
2896;0;-2037;1498;38
2897;1;1538;415;38
2898;1;-694;-1086;38
2899;1;-193;-625;38
2900;1;835;-1488;38
2901;1;1344;875;38
2902;1;417;-249;38
2903;0;-538;1539;38
2904;0;-839;-1,14;38
2905;0;-295;185;38
2906;0;-817;1,72;38
2907;1;-5;1,11;38
2908;1;-1079;-1294;38
2909;0;-797;0,7;38
2910;1;-1637;-131;38
2911;1;-2677;-498;38
2912;1;465;43;38
2913;1;-551;-1243;38
2914;1;-624;-702;38
2915;1;119;-268;38
2916;0;-1398;903;38
2917;0;-1,2;1647;38
2918;1;-209;322;38
2919;1;-134;1479;38
2920;1;-4;-2122;38
2921;1;542;-1241;38
2922;0;-1042;-101;38
2923;1;-302;-816;38
2924;0;-8;-151;38
2925;0;402;355;38
2926;1;493;-185;38
2927;1;1075;699;38
2928;1;736;502;38
2929;1;483;358;38
2930;1;-499;-328;38
2931;1;-1393;-596;38
2932;1;-717;2;38
2933;0;-269;673;38
2934;1;1612;-887;38
2935;0;-1089;2177;38
2936;0;151;445;38
2937;1;1138;-1,73;38
2938;0;-1646;1,14;38
2939;1;798;-1704;38
2940;1;1638;59;38
2941;1;-601;212;38
2942;1;1052;-0,57;38
2943;1;585;-1461;38
2944;1;1885;-962;38
2945;1;-905;-1229;38
2946;1;1428;1581;38
2947;1;0,32;4;38
2948;1;434;-349;38
2949;1;-427;-1,43;38
2950;1;573;-1855;38
2951;1;-994;-314;38
2952;1;749;-1158;38
2953;1;1065;0,62;38
2954;1;-2547;-2358;39
2955;0;-1238;-523;39
2956;1;-0,38;-848;39
2957;0;-162;1235;39
2958;0;1056;227;39
2959;1;205;985;39
2960;1;1194;1698;39
2961;1;0,85;0,47;39
2962;1;301;-1501;39
2963;0;733;0,84;39
2964;0;-0,01;421;39
2965;1;-0,28;-528;39
2966;1;1812;1184;39
2967;0;0,62;-198;39
2968;0;-1149;0,28;39
2969;1;1512;-136;39
2970;1;-621;-1835;39
2971;0;-535;999;39
2972;1;-54;-346;39
2973;1;-1044;-925;39
2974;0;-69;2,5;39
2975;0;422;348;39
2976;0;-835;1184;39
2977;1;-239;-906;39
2978;0;57;-917;39
2979;0;-108;-399;39
2980;0;-46;824;39
2981;1;2441;-54;39
2982;0;-821;677;39
2983;0;-39;213;39
2984;0;-0,29;0,53;39
2985;0;-1001;1151;39
2986;1;-918;-341;39
2987;1;288;-1297;39
2988;0;1091;916;39
2989;0;545;725;39
2990;1;494;-822;39
2991;1;-337;-334;39
2992;0;-1232;886;39
2993;0;-618;1224;39
2994;1;237;-504;39
2995;1;1021;357;39
2996;1;1201;0,99;39
2997;0;-611;0,21;39
2998;0;-1586;-34;39
2999;0;-1163;319;39
3000;0;424;-499;39
3001;0;-0,72;383;39
3002;1;-242;0,44;39
3003;0;-144;2953;39
3004;1;-555;-666;39
3005;1;898;-1685;39
3006;0;-205;1393;39
3007;1;1692;-356;39
3008;1;513;-415;39
3009;1;381;0,16;39
3010;0;-727;-68;39
3011;1;1359;595;39
3012;1;974;-1029;39
3013;0;266;-74;39
3014;0;615;655;39
3015;1;-122;273;39
3016;1;513;-784;39
3017;1;891;-47;39
3018;1;-468;1747;39
3019;1;158;-748;39
3020;1;-0,31;43;39
3021;1;-443;-1332;39
3022;1;121;251;39
3023;1;-381;419;40
3024;1;-917;154;40
3025;0;121;-1182;40
3026;1;-963;357;40
3027;0;724;-1102;40
3028;1;378;1305;40
3029;0;-342;-213;40
3030;1;196;1354;40
3031;0;-2005;-71;40
3032;1;491;56;40
3033;0;-857;-782;40
3034;1;1178;637;40
3035;1;1168;207;40
3036;1;1258;1807;40
3037;1;-49;381;40
3038;0;-61;-1183;40
3039;1;455;174;40
3040;1;-1363;98;40
3041;1;-237;208;40
3042;1;-1557;-421;40
3043;1;-633;76;40
3044;1;349;-409;40
3045;0;-202;-1281;40
3046;1;568;298;40
3047;1;469;779;40
3048;1;-1641;-46;40
3049;0;1114;-101;40
3050;1;-1299;-141;40
3051;1;-0,01;827;40
3052;1;569;2,12;40
3053;1;-0,32;1;40
3054;1;-616;465;40
3055;1;1062;-1198;40
3056;0;1497;-1373;40
3057;1;24;-542;40
3058;0;-234;-0,73;40
3059;1;589;-1864;40
3060;0;-917;-1546;40
3061;1;-767;-248;40
3062;1;-1452;233;40
3063;0;456;-1891;40
3064;1;1289;-1701;40
3065;1;-845;824;40
3066;1;0,12;-118;40
3067;1;1106;1065;40
3068;1;411;498;40
3069;1;1,09;382;40
3070;1;-394;284;40
3071;0;-776;-1273;40
3072;1;-1086;1135;40
3073;1;1,23;1685;40
3074;0;-184;0,14;40
3075;1;44;401;40
3076;1;-347;-151;40
3077;0;-321;-1413;40
3078;1;468;265;40
3079;1;1,24;793;40
3080;1;-332;-388;40
3081;0;-348;1813;40
3082;0;406;0,18;40
3083;1;1895;1862;40
3084;0;459;-2714;40
3085;1;398;-1114;40
3086;1;-338;-45;40
3087;0;0,37;-1,45;40
3088;0;579;-721;40
3089;1;257;511;40
3090;1;1194;-1047;40
3091;0;-1509;1659;40
3092;1;-169;1213;40
3093;1;227;-228;40
3094;1;344;-452;40
3095;1;2042;-438;40
3096;0;649;-1,61;40
3097;1;321;1574;40
3098;1;-652;785;40
3099;1;378;-862;40
3100;1;-1005;403;40
3101;1;0,14;-539;40
3102;1;-424;-1359;40
3103;1;628;-645;40
3104;1;-1985;-857;40
3105;1;1635;-639;40
3106;1;1287;-125;40
3107;1;1361;2354;40
3108;0;633;-455;40
3109;1;1763;-0,17;40
3110;1;-597;287;41
3111;1;-769;-175;41
3112;0;354;-1858;41
3113;0;-418;1309;41
3114;1;-1595;959;41
3115;1;872;-551;41
3116;1;1102;141;41
3117;0;-535;-406;41
3118;0;-1915;-793;41
3119;0;-365;392;41
3120;0;0,33;-194;41
3121;0;-1;-2147;41
3122;1;1234;569;41
3123;0;1826;-1016;41
3124;0;1178;-451;41
3125;0;13;-1592;41
3126;0;-858;627;41
3127;1;961;675;41
3128;0;0,72;-1303;41
3129;1;1438;-318;41
3130;0;-1148;-839;41
3131;1;1691;163;41
3132;1;1347;1034;41
3133;0;-1382;1813;41
3134;1;1023;212;41
3135;0;-658;54;41
3136;1;1691;553;41
3137;0;-1317;-1173;41
3138;1;-933;-501;41
3139;0;0,48;-319;41
3140;1;-353;346;41
3141;0;-1282;371;41
3142;1;618;1576;41
3143;1;258;-0,08;41
3144;1;-1178;1055;41
3145;0;106;-319;41
3146;0;-1045;-631;41
3147;1;1004;688;41
3148;1;1018;609;41
3149;0;-139;-1194;41
3150;0;-296;-85;41
3151;1;-1,07;1583;41
3152;1;0,4;-1603;41
3153;0;552;28;41
3154;1;51;189;41
3155;0;-1101;0,76;41
3156;0;-1,34;-499;41
3157;1;893;1672;41
3158;0;176;634;41
3159;1;906;-249;41
3160;1;683;329;41
3161;1;-741;619;41
3162;1;385;206;41
3163;0;511;-1142;41
3164;1;0,05;326;41
3165;1;-453;0,73;41
3166;0;364;-1026;41
3167;0;-816;478;41
3168;0;-0,43;-0,03;41
3169;0;482;-1313;41
3170;0;-1853;1274;41
3171;1;-501;2446;41
3172;0;-1362;-2571;41
3173;1;249;-1163;41
3174;1;3037;-216;41
3175;0;-1539;-567;41
3176;0;-242;-1197;41
3177;0;-1192;-857;41
3178;0;1137;-1967;41
3179;1;-52;829;41
3180;1;1,15;32;41
3181;1;-984;1052;41
3182;1;809;-368;41
3183;0;-625;556;41
3184;1;-164;869;41
3185;1;-25;334;41
3186;0;8;0,43;41
3187;1;-601;-126;41
3188;0;107;-1385;41
3189;0;-647;25;41
3190;1;1189;-1124;41
3191;1;649;2076;41
3192;0;-1943;1215;41
3193;1;-655;0,5;41
3194;0;-234;-403;41
3195;1;1441;-197;41
3196;1;1131;836;41
3197;0;0,96;-1646;41
3198;0;-846;-282;42
3199;0;45;1903;42
3200;0;619;1322;42
3201;0;177;1664;42
3202;0;907;-775;42
3203;0;121;291;42
3204;0;-0,51;1145;42
3205;0;-884;1899;42
3206;0;-733;1004;42
3207;0;-1454;-1567;42
3208;0;-986;528;42
3209;1;1505;689;42
3210;0;-1382;158;42
3211;1;-347;29;42
3212;0;-2953;-1082;42
3213;0;-113;406;42
3214;0;-737;1989;42
3215;0;139;555;42
3216;0;-612;208;42
3217;0;-359;-522;42
3218;0;554;-422;42
3219;1;339;-1519;42
3220;0;163;248;42
3221;0;0,42;-54;42
3222;0;-1259;-303;42
3223;1;-375;-1485;42
3224;1;1826;-0,45;42
3225;0;-0,21;1327;42
3226;0;295;375;42
3227;0;474;-363;42
3228;1;126;1556;42
3229;0;1697;-2311;42
3230;0;72;-583;42
3231;1;2002;199;42
3232;1;545;784;42
3233;0;-1068;1103;42
3234;0;343;372;42
3235;0;108;-924;42
3236;0;-587;-303;42
3237;0;714;-896;42
3238;0;-1201;-267;42
3239;0;-713;-0,81;42
3240;0;1388;-0,21;42
3241;0;-124;384;42
3242;1;-1473;-1965;42
3243;0;-305;-899;42
3244;0;-79;-659;42
3245;0;-644;-1,24;42
3246;0;-2371;-345;42
3247;0;-64;1321;42
3248;0;-1245;1,3;42
3249;0;145;-0,58;42
3250;1;-696;-511;42
3251;0;-29;-485;42
3252;1;765;-101;42
3253;0;-253;-2174;42
3254;0;-129;931;42
3255;0;41;495;42
3256;1;1834;1197;42
3257;0;-303;285;42
3258;1;-173;-1389;42
3259;1;352;-1987;42
3260;1;664;-1387;42
3261;0;-992;723;42
3262;0;-808;-152;42
3263;0;-1004;-239;42
3264;0;567;-336;42
3265;1;914;12;42
3266;0;604;318;42
3267;0;1133;818;42
3268;0;812;137;42
3269;1;1359;-351;42
3270;0;0,18;1,09;42
3271;0;-1449;244;42
3272;0;-0,79;-128;42
3273;0;165;169;42
3274;0;-746;1,99;42
3275;0;-1213;-1332;42
3276;0;-285;92;42
3277;0;-1126;0,87;42
3278;0;-806;329;42
3279;1;694;-627;42
3280;0;1178;-119;42
3281;1;-148;1382;42
3282;0;-0,42;121;42
3283;0;-221;1729;42
3284;0;-992;862;42
3285;1;-211;58;42
3286;0;647;495;42
3287;0;148;-704;42
3288;1;1333;-1356;42
3289;0;448;877;42
3290;1;-611;-46;43
3291;1;1,52;773;43
3292;1;776;616;43
3293;0;-1333;523;43
3294;1;784;-22;43
3295;1;715;-902;43
3296;1;-1183;-425;43
3297;1;485;-107;43
3298;1;-412;408;43
3299;1;-486;-185;43
3300;0;-2306;1117;43
3301;1;-575;-614;43
3302;1;-528;-469;43
3303;1;1244;809;43
3304;1;-1979;-489;43
3305;0;-1432;204;43
3306;1;-603;579;43
3307;1;-105;-21;43
3308;1;755;-192;43
3309;0;-361;1514;43
3310;1;298;356;43
3311;1;523;-988;43
