"";"pass";"math";"activity";"school"
"1523";0;-0,156;0,536;"21"
"1524";0;-0,446;0,055;"21"
"1525";0;-0,121;-0,474;"21"
"1526";0;-0,234;0,333;"21"
"1527";1;0,26;0,741;"21"
"1528";1;1,23;1,25;"21"
"1529";0;-0,05;-0,571;"21"
"1530";0;0,581;0,206;"21"
"1531";0;-0,923;-1,262;"21"
"1532";0;0,017;0,462;"21"
"1533";0;0,384;0,057;"21"
"1534";0;0,196;0,322;"21"
"1535";0;-0,574;-0,684;"21"
"1536";0;-0,379;-0,188;"21"
"1537";0;1,291;-0,198;"21"
"1538";1;-0,534;1,243;"21"
"1539";0;-0,666;-2,574;"21"
"1540";1;-0,38;0,538;"21"
"1541";0;-0,154;0,846;"21"
"1542";0;0,309;0,338;"21"
"1543";1;-0,352;-1,338;"21"
"1544";0;0,46;-1,275;"21"
"1545";0;0,971;-0,469;"21"
"1546";0;-2,011;-0,226;"21"
"1547";0;2,139;2,365;"22"
"1548";0;-0,195;0,251;"22"
"1549";0;0,012;0,183;"22"
"1550";0;-0,787;0,56;"22"
"1551";0;-0,594;-1,314;"22"
"1552";0;-0,284;0,097;"22"
"1553";0;1,36;0,456;"22"
"1554";1;1,075;-0,197;"22"
"1555";1;-0,41;-1,358;"22"
"1556";1;1,392;-1,773;"22"
"1557";0;0,079;-0,949;"22"
"1558";0;0,211;-0,447;"22"
"1559";0;-1,819;-0,49;"22"
"1560";1;0,071;-1,659;"22"
"1561";0;0,972;0,057;"22"
"1562";0;0,198;0,562;"22"
"1563";1;1,099;-0,888;"22"
"1564";1;-0,664;-1,606;"22"
"1565";1;-0,555;-1,211;"22"
"1566";0;0,881;0,136;"22"
"1567";0;-1,511;0,495;"22"
"1568";0;0,185;0,525;"22"
"1569";0;0,751;1,119;"22"
"1570";0;1,842;0,068;"22"
"1571";1;-0,813;-2,278;"22"
"1572";0;-0,735;-0,181;"22"
"1573";1;-0,076;-1,76;"22"
"1574";0;1,031;-0,125;"22"
"1575";1;0,934;-2,582;"22"
"1576";0;-0,005;-0,216;"22"
"1577";0;0,761;-1,154;"22"
"1578";0;0,78;0,109;"22"
"1579";0;1,283;0,309;"22"
"1580";0;-1,511;-0,723;"22"
"1581";0;1,992;0,367;"22"
"1582";0;-0,012;0,325;"22"
"1583";1;-0,298;-0,912;"22"
"1584";0;-0,413;0,085;"22"
"1585";1;-0,813;-1,448;"22"
"1586";0;-0,484;2,564;"22"
"1587";0;0,864;-0,22;"22"
"1588";1;-0,822;-1,418;"22"
"1589";0;0,257;-0,785;"22"
"1590";1;-0,421;-2,312;"22"
"1591";0;-1,036;-0,421;"22"
"1592";0;-0,564;0,435;"22"
"1593";0;-0,587;-0,108;"22"
"1594";0;-1,091;2,058;"22"
"1595";0;1,84;-0,045;"22"
"1596";0;-1,03;1,793;"22"
"1597";0;1,185;-0,219;"22"
"1598";0;-1,265;-0,399;"22"
"1599";0;-0,613;0,011;"22"
"1600";0;2,155;0,594;"22"
"1601";0;1,348;0,857;"22"
"1602";0;-1,226;-0,195;"22"
"1603";1;0,689;-0,61;"22"
"1604";0;-0,91;-0,785;"22"
"1605";1;-0,334;-1,038;"22"
"1606";0;-0,568;0,235;"22"
"1607";0;-1,311;-0,591;"22"
"1608";0;0,857;0,144;"22"
"1609";0;0,084;1,133;"22"
"1610";1;0,071;-0,457;"22"
"1611";1;-0,128;-1,026;"22"
"1612";1;-1,712;-1,432;"22"
"1613";0;-0,947;-0,441;"22"
"1614";0;-0,774;2,184;"22"
"1615";0;-0,214;-0,031;"22"
"1616";0;-0,395;-0,011;"22"
"1617";1;0,203;-0,332;"22"
"1618";0;-1,996;0,685;"22"
"1619";0;-2,258;0,511;"22"
"1620";1;1,193;0,571;"22"
"1621";0;1,022;-0,868;"22"
"1622";0;-1,331;1,52;"22"
"1623";1;0,726;0,248;"22"
"1624";1;-1,648;-0,97;"22"
"1625";0;-0,134;-0,463;"22"
"1626";1;-0,213;-1,155;"22"
"1627";1;-0,197;-0,531;"22"
"1628";0;-2,629;-0,751;"22"
"1629";0;-0,824;-0,1;"22"
"1630";0;-0,537;1,225;"22"
"1631";0;1,914;-0,837;"22"
"1632";0;0,106;-0,141;"22"
"1633";0;-0,211;1,208;"22"
"1634";0;-0,024;1,32;"22"
"1635";0;-1,328;1,241;"22"
"1636";0;-0,731;0,597;"22"
"1637";1;1,255;-1,99;"22"
"1638";0;-0,697;0,18;"22"
"1639";0;-0,306;0,521;"23"
"1640";1;0,848;-0,012;"23"
"1641";1;0,297;0,641;"23"
"1642";0;-0,943;-0,631;"23"
"1643";1;1,039;1,515;"23"
"1644";0;0,078;-0,224;"23"
"1645";1;-0,783;1,162;"23"
"1646";0;-0,977;-1,264;"23"
"1647";0;0,072;-1,5;"23"
"1648";1;-0,859;1,28;"23"
"1649";1;0,898;-0,013;"23"
"1650";0;0,322;-0,845;"23"
"1651";0;0,589;-0,344;"23"
"1652";1;-0,161;0,82;"23"
"1653";1;1,991;1,901;"23"
"1654";1;0,906;-0,242;"23"
"1655";1;-0,465;-0,371;"23"
"1656";0;1,472;0,02;"23"
"1657";0;-0,074;-1,897;"23"
"1658";1;-0,037;1,678;"23"
"1659";0;1,808;-1,354;"23"
"1660";0;0,873;-1,643;"23"
"1661";1;-0,347;-0,523;"23"
"1662";1;1,767;1,43;"23"
"1663";0;-0,595;-0,768;"23"
"1664";1;0,909;-0,392;"23"
"1665";1;-0,188;1,027;"23"
"1666";1;0,82;-0,424;"23"
"1667";1;1,421;0,289;"23"
"1668";1;-0,498;0,558;"23"
"1669";0;-0,506;-0,001;"23"
"1670";0;-0,25;-0,431;"23"
"1671";0;0,54;0,565;"23"
"1672";0;-1,091;-2,833;"23"
"1673";1;-0,706;-0,202;"23"
"1674";0;0,491;-0,309;"23"
"1675";0;-0,264;-1,82;"23"
"1676";1;-0,133;-0,736;"23"
"1677";0;0,456;-2,113;"23"
"1678";1;0,232;1,409;"23"
"1679";1;1,016;-0,059;"23"
"1680";1;-0,596;0,369;"23"
"1681";1;0,195;1,482;"23"
"1682";1;-0,096;0,647;"23"
"1683";0;-0,625;-1,309;"23"
"1684";1;0,483;0,49;"23"
"1685";1;-0,118;0,516;"23"
"1686";0;-2,028;-1,755;"23"
"1687";1;-2,054;-0,569;"23"
"1688";0;-0,012;-0,544;"23"
"1689";1;-0,214;0,75;"23"
"1690";1;0,461;-0,015;"23"
"1691";0;-0,123;-0,594;"23"
"1692";1;-0,804;0,537;"23"
"1693";1;1,058;1,448;"23"
"1694";0;-0,173;-2,2;"23"
"1695";0;-0,333;-0,406;"23"
"1696";1;-0,009;0,095;"23"
"1697";0;0,889;-1,149;"23"
"1698";0;-0,204;-0,292;"23"
"1699";1;0,678;1,043;"23"
"1700";0;-0,426;-1,286;"23"
"1701";1;1,022;1,336;"23"
"1702";1;-0,253;1,257;"23"
"1703";1;1,037;2,165;"23"
"1704";1;-0,343;1,096;"23"
"1705";1;1,11;-0,463;"23"
"1706";0;-0,173;2,34;"24"
"1707";0;1,248;0,427;"24"
"1708";1;1,255;0,84;"24"
"1709";0;-1,406;-0,476;"24"
"1710";1;0,279;-0,527;"24"
"1711";1;-0,972;-0,71;"24"
"1712";1;-1,679;-2;"24"
"1713";1;0,189;1,044;"24"
"1714";1;0,711;-2,541;"24"
"1715";1;-1,044;-1,709;"24"
"1716";1;-0,115;-1,499;"24"
"1717";1;0,867;0,688;"24"
"1718";1;-0,645;-1,692;"24"
"1719";1;2,504;0,294;"24"
"1720";1;0,946;-1,511;"24"
"1721";0;-0,646;0,248;"24"
"1722";1;-1,402;-0,677;"24"
"1723";0;-1,73;1,685;"24"
"1724";1;1,032;-0,399;"24"
"1725";0;0,648;-1,093;"24"
"1726";1;-0,188;-1,974;"24"
"1727";0;2,178;1,716;"24"
"1728";0;-0,913;0,572;"24"
"1729";1;-1,619;0,718;"24"
"1730";1;0,993;-2,221;"24"
"1731";1;-1,455;-1,892;"24"
"1732";0;-0,651;0,848;"24"
"1733";0;0,781;0,452;"24"
"1734";0;-0,44;-0,732;"24"
"1735";1;1,836;0,737;"24"
"1736";0;-0,331;1,453;"24"
"1737";0;0,431;1,554;"24"
"1738";0;0,41;0,443;"24"
"1739";0;-0,056;0,513;"24"
"1740";1;0,896;-1,319;"24"
"1741";1;-0,751;0,033;"24"
"1742";1;-0,43;-1,137;"24"
"1743";0;-0,9;1,871;"24"
"1744";0;-0,498;0,532;"24"
"1745";0;1,96;1,132;"24"
"1746";0;-0,397;1,68;"24"
"1747";1;0,738;-1,021;"24"
"1748";1;-0,603;-0,372;"24"
"1749";1;-1,253;-0,282;"24"
"1750";1;-2,103;-0,314;"24"
"1751";0;-2,043;1,448;"24"
"1752";1;0,105;-1,132;"24"
"1753";1;0,346;-1,84;"24"
"1754";1;-1,458;-0,081;"24"
"1755";1;1,127;-1,189;"24"
"1756";1;-0,165;-1,67;"24"
"1757";1;0,65;-2,678;"24"
"1758";1;0,902;-1,171;"24"
"1759";1;0,348;-0,092;"24"
"1760";0;-0,914;1,217;"24"
"1761";1;-0,824;0,44;"25"
"1762";1;-0,649;1,258;"25"
"1763";1;0,953;-0,95;"25"
"1764";1;1,856;-0,877;"25"
"1765";1;0,851;0,303;"25"
"1766";1;2,072;-1,217;"25"
"1767";1;1,668;-0,769;"25"
"1768";1;0,654;1,841;"25"
"1769";0;-0,189;0,6;"25"
"1770";1;-0,567;-1,458;"25"
"1771";0;-0,464;-0,114;"25"
"1772";1;-0,392;1,545;"25"
"1773";1;-0,081;-1,076;"25"
"1774";1;-0,214;-0,559;"25"
"1775";1;-1,209;-0,038;"25"
"1776";1;1,684;0,6;"25"
"1777";1;0,099;2,087;"25"
"1778";0;0,396;1,594;"25"
"1779";1;0,317;-0,327;"25"
"1780";1;1,299;0,834;"25"
"1781";1;0,98;0,006;"25"
"1782";1;0,606;-1,448;"25"
"1783";1;-1,222;-0,903;"25"
"1784";0;1,803;0,369;"25"
"1785";1;2,267;1,242;"25"
"1786";1;-0,143;-0,494;"25"
"1787";1;0,73;2,33;"25"
"1788";1;-0,816;1,142;"25"
"1789";1;-0,205;-1,228;"25"
"1790";1;0,026;0,1;"25"
"1791";1;0,169;0,898;"25"
"1792";0;-0,561;0,842;"25"
"1793";1;1,139;0,321;"25"
"1794";1;1,274;0,454;"25"
"1795";1;-0,16;-0,406;"25"
"1796";1;-0,343;-0,137;"25"
"1797";1;0,713;0,706;"25"
"1798";1;1,057;-1,261;"25"
"1799";1;-0,04;-1,917;"25"
"1800";1;0,299;-1,703;"25"
"1801";1;0,38;0,202;"25"
"1802";1;-1,094;-1,334;"25"
"1803";1;-1,524;0,684;"25"
"1804";1;-0,437;-0,116;"25"
"1805";1;0,982;1,554;"25"
"1806";1;-0,726;0,964;"25"
"1807";1;1,479;0,129;"25"
"1808";0;-0,492;0,4;"25"
"1809";1;1,27;-1,003;"25"
"1810";1;1,048;-1,857;"25"
"1811";0;0,407;2,275;"25"
"1812";1;0,208;-1,057;"25"
"1813";1;-0,312;-2,375;"25"
"1814";1;1,241;0,954;"25"
"1815";1;-0,634;-0,247;"25"
"1816";1;1,099;1,324;"25"
"1817";1;0,492;0,295;"25"
"1818";1;-0,642;1,232;"25"
"1819";0;-1,514;0,678;"25"
"1820";1;-0,908;-0,231;"25"
"1821";1;2,793;-0,167;"25"
"1822";1;0,406;-0,009;"25"
"1823";0;-0,727;1,41;"25"
"1824";0;-1,355;1,891;"25"
"1825";1;-2,152;-0,731;"25"
"1826";0;-1,927;0,204;"25"
"1827";1;2,519;-0,7;"25"
"1828";1;0,742;-0,401;"25"
"1829";1;0,828;0,74;"25"
"1830";1;-1,151;0,42;"25"
"1831";1;-0,191;0,187;"25"
"1832";1;-0,812;0,467;"25"
"1833";1;0,177;-0,68;"25"
"1834";1;0,537;-0,2;"25"
"1835";1;0,314;-1,01;"25"
"1836";1;0,631;-1,639;"25"
"1837";1;-0,664;-1,08;"25"
"1838";1;1,317;0,446;"25"
"1839";1;1,083;-0,454;"25"
"1840";1;0,722;0,538;"25"
"1841";1;0,086;0,837;"25"
"1842";1;0,432;0,689;"25"
"1843";1;1,067;0,479;"25"
"1844";1;-0,969;-0,733;"25"
"1845";1;-0,691;0,232;"25"
"1846";1;-0,389;0,992;"25"
"1847";0;0,755;-0,676;"26"
"1848";1;-0,534;1,596;"26"
"1849";0;0,224;-1,722;"26"
"1850";1;0,629;1,451;"26"
"1851";0;0,997;0,027;"26"
"1852";0;1,144;-0,713;"26"
"1853";0;0,96;-0,852;"26"
"1854";0;-0,725;-2,236;"26"
"1855";0;-0,55;0,9;"26"
"1856";0;0,566;-1,951;"26"
"1857";1;0,349;1,095;"26"
"1858";1;-0,342;-0,25;"26"
"1859";0;-1,856;-1,2;"26"
"1860";0;-0,667;-0,856;"26"
"1861";0;3,372;0,023;"26"
"1862";1;0,897;-0,763;"26"
"1863";1;-0,666;1,608;"26"
"1864";1;0,194;0,512;"26"
"1865";0;-1,01;0,388;"26"
"1866";0;0,527;-1,454;"26"
"1867";1;-0,165;1,173;"26"
"1868";1;-0,199;1,053;"26"
"1869";0;-0,758;-0,029;"26"
"1870";1;-0,696;-0,378;"26"
"1871";1;0,332;-0,158;"26"
"1872";1;0,167;0,215;"26"
"1873";0;0,911;-0,632;"26"
"1874";0;0,281;-0,499;"26"
"1875";0;0,412;-0,944;"26"
"1876";0;0,068;-1,094;"26"
"1877";0;-1,567;-2,407;"26"
"1878";0;0,721;0,009;"26"
"1879";0;0,429;-0,897;"26"
"1880";1;-1,696;0,345;"26"
"1881";1;-0,057;0,37;"26"
"1882";0;0,194;-1,426;"26"
"1883";0;-0,493;-0,966;"26"
"1884";0;-0,575;0,27;"26"
"1885";0;1,735;-1,4;"26"
"1886";1;0,419;0,34;"26"
"1887";1;-0,084;0,043;"26"
"1888";0;-1,31;0,165;"26"
"1889";0;-0,974;-0,727;"26"
"1890";0;0,015;-0,391;"26"
"1891";0;-1,19;0,494;"26"
"1892";0;-1,269;-1,429;"26"
"1893";1;0,879;-0,655;"26"
"1894";1;1,275;1,237;"26"
"1895";0;-0,505;-0,935;"26"
"1896";1;1,05;1,652;"26"
"1897";0;1,085;-0,405;"26"
"1898";1;-0,48;1,26;"26"
"1899";0;0,267;-1,493;"26"
"1900";1;-0,065;-1,899;"27"
"1901";0;0,571;1,597;"27"
"1902";1;0,529;-1,086;"27"
"1903";1;-0,72;-1,579;"27"
"1904";1;-0,546;0,856;"27"
"1905";0;0,583;0,787;"27"
"1906";1;0,701;0,066;"27"
"1907";1;1,465;0,093;"27"
"1908";0;-0,387;-0,572;"27"
"1909";0;-0,681;0,94;"27"
"1910";1;0,255;-0,475;"27"
"1911";1;-0,472;-0,617;"27"
"1912";1;-0,113;-0,219;"27"
"1913";0;-0,841;2,365;"27"
"1914";0;-0,455;-0,703;"27"
"1915";1;0,838;-0,173;"27"
"1916";0;-1,276;-0,424;"27"
"1917";1;-1,469;-0,595;"27"
"1918";1;-1,015;-1,676;"27"
"1919";1;0,819;-0,249;"27"
"1920";0;0,332;0,963;"27"
"1921";0;-0,269;1,301;"27"
"1922";0;0,03;1,631;"27"
"1923";1;-0,628;-2,249;"27"
"1924";1;0,452;0,665;"27"
"1925";1;-0,268;-1,807;"27"
"1926";1;0,497;-0,116;"27"
"1927";1;-0,633;-0,998;"27"
"1928";0;-0,083;-0,257;"27"
"1929";0;0,112;0,419;"27"
"1930";1;-0,711;-0,235;"27"
"1931";1;-0,892;-0,268;"27"
"1932";0;-1,173;0,873;"27"
"1933";1;0,472;-0,203;"27"
"1934";0;-1,017;0,434;"27"
"1935";0;0,698;0,295;"27"
"1936";1;0,223;-0,469;"27"
"1937";1;0,722;0,497;"27"
"1938";0;-0,561;3,501;"27"
"1939";1;0,485;0,616;"27"
"1940";1;-0,537;0,272;"27"
"1941";0;1,244;0,378;"27"
"1942";0;-0,266;0,339;"27"
"1943";1;0,258;1,304;"27"
"1944";0;0,22;-0,636;"27"
"1945";0;-2,444;-0,383;"27"
"1946";1;2,375;-0,249;"27"
"1947";0;-0,733;0,047;"27"
"1948";0;1,135;-0,615;"27"
"1949";1;-1,174;1,125;"27"
"1950";1;-0,085;-0,027;"27"
"1951";1;-0,379;-0,954;"27"
"1952";1;-0,939;-0,238;"27"
"1953";0;-0,871;1,699;"27"
"1954";1;0,794;-0,115;"27"
"1955";1;1,537;1,449;"27"
"1956";1;-1,412;0,74;"27"
"1957";0;-0,716;0,273;"27"
"1958";0;-0,617;-0,443;"27"
"1959";0;-0,911;0,6;"27"
"1960";1;0,627;-0,589;"27"
"1961";1;0,006;0,051;"27"
"1962";1;0,942;0,774;"27"
"1963";1;0,297;0,405;"27"
"1964";1;1,52;0,47;"27"
"1965";1;1,611;-2,89;"27"
"1966";0;-0,794;0,013;"27"
"1967";1;-0,937;-0,914;"27"
"1968";1;-0,732;-1,803;"27"
"1969";1;1,433;1,91;"27"
"1970";0;-0,591;1,566;"27"
"1971";0;-1,3;0,528;"27"
"1972";1;-1,622;0,143;"27"
"1973";0;-0,277;0,577;"27"
"1974";1;0,838;0,014;"27"
"1975";1;2,197;-1,229;"27"
"1976";1;0,169;-0,484;"27"
"1977";1;-0,176;0,465;"27"
"1978";1;0,911;-0,12;"27"
"1979";0;-0,512;-0,724;"27"
"1980";1;-0,709;-0,706;"27"
"1981";1;0,908;-1,394;"27"
"1982";1;1,303;-0,696;"27"
"1983";1;0,31;-1,788;"27"
"1984";1;-0,864;-0,519;"27"
"1985";1;0,15;0,861;"27"
"1986";0;-0,732;-0,815;"27"
"1987";1;1,964;0,062;"28"
"1988";1;-0,714;0,501;"28"
"1989";1;-0,737;0,64;"28"
"1990";1;1,149;-0,777;"28"
"1991";1;-1,95;-0,898;"28"
"1992";1;-0,459;0,338;"28"
"1993";1;1,007;-0,099;"28"
"1994";1;2,075;-0,213;"28"
"1995";1;0,475;0,201;"28"
"1996";1;-1,277;-1,348;"28"
"1997";1;-1,019;-0,451;"28"
"1998";1;0,129;0,538;"28"
"1999";0;-3,521;0,21;"28"
"2000";1;-1,84;0,307;"28"
"2001";0;0,225;-0,37;"28"
"2002";1;-0,604;2,184;"28"
"2003";1;-1,758;-0,919;"28"
"2004";0;-0,21;-1,365;"28"
"2005";1;0,041;0,227;"28"
"2006";1;-0,847;0,365;"28"
"2007";1;-1,012;0,275;"28"
"2008";1;-0,295;-0,494;"28"
"2009";1;-0,778;1,147;"28"
"2010";1;1,321;-1,154;"28"
"2011";1;-0,11;0,215;"28"
"2012";0;1,041;-3,947;"28"
"2013";1;-1,217;1,212;"28"
"2014";1;-0,147;0,039;"28"
"2015";1;1,123;1,243;"28"
"2016";1;2,575;0,214;"28"
"2017";1;-0,904;1,316;"28"
"2018";1;1,281;1,065;"28"
"2019";1;0,416;0,071;"28"
"2020";1;1,291;-1,236;"28"
"2021";1;1,548;-0,176;"28"
"2022";1;-0,072;-1,371;"28"
"2023";1;-0,054;-1,086;"28"
"2024";1;-0,754;-2,481;"28"
"2025";1;1,775;0,835;"28"
"2026";1;-0,313;1,168;"28"
"2027";1;0,594;-0,464;"28"
"2028";1;1,693;-0,88;"28"
"2029";1;1,266;0,297;"28"
"2030";1;0,788;-0,121;"28"
"2031";1;-0,688;0,069;"28"
"2032";0;0,59;-1,498;"28"
"2033";1;-1,045;1,978;"28"
"2034";1;1,053;0,454;"28"
"2035";1;0,348;-1,512;"28"
"2036";1;0,438;2,251;"28"
"2037";0;-0,351;0,855;"28"
"2038";1;-0,307;1,069;"28"
"2039";1;-0,197;-0,047;"28"
"2040";1;-0,236;-1,099;"29"
"2041";1;-0,508;-1,606;"29"
"2042";1;-0,627;-0,355;"29"
"2043";1;1,073;-1,126;"29"
"2044";0;0,239;-0,241;"29"
"2045";1;1,548;0,498;"29"
"2046";1;-0,222;-0,644;"29"
"2047";0;2,855;0,146;"29"
"2048";0;0,575;1,442;"29"
"2049";1;1,427;0,59;"29"
"2050";0;0,35;0,208;"29"
"2051";1;0,591;-1,432;"29"
"2052";0;-0,712;0,764;"29"
"2053";1;-0,736;-0,275;"29"
"2054";1;-0,426;-2,419;"29"
"2055";1;0,114;0,348;"29"
"2056";1;0,204;0,342;"29"
"2057";1;-0,211;-0,695;"29"
"2058";1;0,168;0,847;"29"
"2059";1;1,301;-0,732;"29"
"2060";0;-1,238;0,389;"29"
"2061";1;-0,107;-1,548;"29"
"2062";0;0,934;0,48;"29"
"2063";1;-0,131;-0,538;"29"
"2064";0;-0,78;0,161;"29"
"2065";1;-1,608;-0,04;"29"
"2066";1;-1,397;-1,645;"29"
"2067";0;0,138;0,11;"29"
"2068";0;-0,561;-0,342;"29"
"2069";1;-0,39;0,186;"29"
"2070";1;1,901;-0,203;"29"
"2071";0;-0,016;1,267;"29"
"2072";1;-0,983;0,109;"29"
"2073";1;-0,13;1,36;"29"
"2074";1;-1,258;-0,853;"29"
"2075";1;1,502;-0,469;"29"
"2076";0;0,932;0,147;"29"
"2077";1;0,945;-0,06;"29"
"2078";0;-1,739;0,233;"29"
"2079";0;1,316;1,896;"29"
"2080";1;0,397;-0,999;"29"
"2081";1;0,729;-0,716;"29"
"2082";0;-0,055;0,31;"29"
"2083";1;-1,157;0,049;"29"
"2084";1;-1,056;-1,029;"29"
"2085";0;0,488;1,155;"29"
"2086";1;0,551;-0,57;"29"
"2087";0;-0,246;1,021;"29"
"2088";0;-0,249;0,868;"29"
"2089";1;1,607;0,554;"29"
"2090";1;1,049;-0,081;"29"
"2091";1;0,315;0,546;"29"
"2092";1;0,798;0,432;"29"
"2093";1;0,206;0,471;"29"
"2094";1;0,185;0,763;"29"
"2095";0;1,233;1,689;"29"
"2096";1;-0,044;-0,05;"29"
"2097";1;0,444;0,268;"29"
"2098";1;-0,506;-0,31;"29"
"2099";1;-0,254;-0,375;"29"
"2100";0;-0,962;0,238;"29"
"2101";1;-1,171;-1,156;"29"
"2102";0;-0,85;0,429;"29"
"2103";0;-1,051;-1,633;"30"
"2104";0;-1,416;-0,807;"30"
"2105";0;-0,339;0,446;"30"
"2106";0;-0,854;0,827;"30"
"2107";0;-0,985;1,409;"30"
"2108";0;-0,322;1,931;"30"
"2109";0;-0,624;0,01;"30"
"2110";0;0,355;-2,747;"30"
"2111";0;0,279;-1,374;"30"
"2112";0;1,022;1,351;"30"
"2113";0;0,875;0,204;"30"
"2114";1;2,015;1,185;"30"
"2115";1;1,366;1,02;"30"
"2116";0;-1,944;0,129;"30"
"2117";0;0,235;0,249;"30"
"2118";0;0,136;-0,586;"30"
"2119";0;0,356;0,398;"30"
"2120";0;-0,622;-2,185;"30"
"2121";0;-0,591;0,17;"30"
"2122";0;-0,868;1,103;"30"
"2123";0;-1,14;-0,779;"30"
"2124";0;-0,951;0,394;"30"
"2125";0;2,015;-0,183;"30"
"2126";0;1,335;-0,801;"30"
"2127";0;0,181;-0,205;"30"
"2128";0;-0,007;-0,175;"30"
"2129";0;-0,692;-0,579;"30"
"2130";0;0,052;-1,185;"30"
"2131";0;-1,163;0,187;"30"
"2132";0;0,877;-0,351;"30"
"2133";0;-0,532;1,297;"30"
"2134";0;-0,448;0,364;"30"
"2135";0;0,003;-0,576;"30"
"2136";0;-0,601;-0,839;"30"
"2137";0;-0,229;-0,15;"30"
"2138";0;0,527;-0,37;"30"
"2139";0;-0,246;-0,044;"30"
"2140";0;0,57;0,442;"30"
"2141";0;-0,271;0,037;"30"
"2142";0;-0,571;0,463;"30"
"2143";0;-0,208;-0,198;"30"
"2144";0;1,544;-2,574;"30"
"2145";0;-1,374;0,83;"30"
"2146";0;-1,115;1,252;"30"
"2147";0;0,039;2,212;"30"
"2148";0;0,905;0,136;"30"
"2149";0;-0,173;0,97;"30"
"2150";0;-0,899;0,718;"30"
"2151";1;2,028;0,202;"30"
"2152";1;0,288;-1,498;"30"
"2153";0;-0,996;0,072;"30"
"2154";0;-2,001;-0,879;"30"
"2155";0;-1,155;-0,33;"30"
"2156";0;-1,812;0,397;"30"
"2157";0;-0,522;-1,288;"30"
"2158";0;-0,514;1,118;"30"
"2159";1;3,434;1,048;"30"
"2160";0;-0,243;-0,253;"30"
"2161";0;0,062;3,113;"30"
"2162";0;0,527;0,099;"30"
"2163";0;0,539;1,023;"30"
"2164";0;0,285;0,256;"30"
"2165";0;-0,623;0,1;"30"
"2166";0;-1,457;0,702;"30"
"2167";0;-0,141;0,387;"30"
"2168";0;-0,212;1,2;"30"
"2169";0;1,542;-0,3;"30"
"2170";1;0,324;0,334;"30"
"2171";0;-0,182;-0,425;"30"
"2172";0;0,418;0,643;"30"
"2173";0;-0,678;1,164;"30"
"2174";0;0,514;0,451;"30"
"2175";0;0,618;0,513;"30"
"2176";0;-1,424;-1,057;"30"
"2177";0;0,891;-1,853;"30"
"2178";0;-1,598;-0,387;"30"
"2179";0;-0,809;0,562;"30"
"2180";0;0,415;-0,859;"30"
"2181";0;0,29;-0,881;"30"
"2182";0;0,467;-0,036;"30"
"2183";0;0,677;-0,67;"30"
"2184";1;0,069;1,644;"30"
"2185";0;0,602;-0,624;"30"
"2186";0;-0,427;0,684;"30"
"2187";0;-1,187;-0,904;"30"
"2188";0;-0,86;-0,422;"30"
"2189";0;1,259;0,384;"30"
"2190";0;-0,166;-0,966;"30"
"2191";0;-0,103;1,99;"30"
"2192";1;0,339;-0,153;"30"
"2193";1;0,31;-1,008;"30"
"2194";0;0,278;-1,066;"30"
"2195";0;0,12;-1,276;"30"
"2196";0;-1,136;0,307;"31"
"2197";0;1,325;-0,053;"31"
"2198";1;-0,403;-0,69;"31"
"2199";1;2,612;-1,061;"31"
"2200";0;1,258;0,629;"31"
"2201";1;-0,385;-2,31;"31"
"2202";1;-0,333;-0,916;"31"
"2203";0;1,101;0,634;"31"
"2204";1;-1,509;-0,018;"31"
"2205";0;-0,154;1,011;"31"
"2206";0;-0,472;0,865;"31"
"2207";1;-0,806;-0,532;"31"
"2208";0;-0,638;-0,266;"31"
"2209";1;-0,603;-0,751;"31"
"2210";0;-0,127;0,868;"31"
"2211";0;-0,847;0,23;"31"
"2212";0;-0,652;-0,538;"31"
"2213";0;0,982;-0,361;"31"
"2214";1;0,644;-0,771;"31"
"2215";1;-0,667;-1,115;"31"
"2216";0;-0,248;0,167;"31"
"2217";1;1,817;0,682;"31"
"2218";0;0,36;0,037;"31"
"2219";1;-1,252;-0,821;"31"
"2220";0;-0,623;-0,474;"31"
"2221";1;-0,028;-2,684;"31"
"2222";0;-0,296;-0,144;"31"
"2223";1;1,71;-2,09;"31"
"2224";0;-0,302;0,866;"31"
"2225";1;-0,028;-0,729;"31"
"2226";0;-1,01;0,535;"31"
"2227";0;-0,234;2,679;"31"
"2228";0;0,027;1,769;"31"
"2229";1;0,447;-1,199;"31"
"2230";0;1,462;1,119;"31"
"2231";0;-2,419;0,056;"31"
"2232";0;0,24;0,042;"31"
"2233";0;-0,058;0,058;"31"
"2234";1;0,704;1,023;"31"
"2235";0;0,689;-0,962;"31"
"2236";0;0,693;0,118;"31"
"2237";1;-0,133;-1,384;"31"
"2238";0;-0,64;0,203;"31"
"2239";0;0,53;0,505;"31"
"2240";1;-0,048;-0,147;"31"
"2241";1;0,59;-2,653;"31"
"2242";0;-1,866;0,353;"31"
"2243";0;-1,626;0,626;"31"
"2244";0;0,158;0,954;"31"
"2245";1;0,136;-0,629;"31"
"2246";0;0,334;0,158;"31"
"2247";1;0,786;-0,245;"31"
"2248";0;0,01;-0,146;"31"
"2249";0;0,658;2,297;"31"
"2250";0;1,473;0,019;"31"
"2251";0;-2,007;-0,744;"31"
"2252";0;0,495;0,286;"31"
"2253";0;-0,94;0,487;"31"
"2254";0;-0,28;1,184;"31"
"2255";0;-0,997;2,553;"31"
"2256";0;-0,294;-0,045;"31"
